,ID,mol_distribution,monomers,sequence
208404,000000005712933_00001,"[0.07834136 0.04202944 0.5162056  0.16965299 0.05501781 0.05040132
 0.08835148]",['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Olam' 'Tmb'],TmaTmbMoMoMoTmaMoMoPhePheMepMepOlamMoPheAegMepAegMoTmbTmaMoMoTmbMoMepOlamMoMepOlamTmbMepMepMepAegMoMoMoOlamMoMoMoMepMoMoMoMoMoMoMoMoTmaMoMoMoMoMoMoTmaTmbPheMepMoMoMepMoMoTmbMoMep
222573,000000003358732_00001,[0.43673386 0.09372152 0.12789864 0.25220633 0.06134216 0.0280975 ],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Olam'],TmaPheTmaTmaMepMepAegTmaMoTmaAegTmaTmaMoTmaAegMepTmaTmaMepMepAegMoMoMepAegMoMepMoTmaTmaTmaMepTmaTmaMepOlamTmaMepMepTmaPhePheMepMoTmaTmaTmaMepTmaTmaMepMoTmaOlamTmaTmaTmaMepMepPheTmaMepTmaTmaAegTmaTmaMepMo
228220,000000005041989_00001,[0.08358262 0.08968266 0.12238694 0.36200651 0.23479465 0.10754662],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Olam'],TmaMepMepAegMoMepPhePheMepOlamTmaPhePheOlamMepPheMepMepMoTmaMepMepOlamMepMepPheAegTmaOlamMepMepMoMepPheMepMoAegPheMoPhePheAegOlamMoMepTmaAegOlamMepOlamPheMepMoMoPheMepPheMepMepMepMepAegPheOlamPheMoMepTmaPheMep
268848,000000005407744_00001,[0.07552997 0.04052115 0.55297871 0.05452158 0.10608684 0.17036173],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Tmb'],TmaTmbMoMoMoMoTmbMepMoMoMoMoMoMoTmaMoMoMoMoPheTmaPheMoPheMoAegPhePheMoTmbMoMoMoMoMepMoMoTmbMoMoMepAegMoTmbTmbMoMoMoMoMoMoMepTmbTmbTmaMoTmbTmbMoMoPheTmbMoPheAegTmbMoMoMoTma
304727,000000003790126_00001,[0.27600055 0.04230624 0.23093564 0.28461713 0.16614044],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe'],TmaTmaTmaMepMoMepMepMepTmaMoPheMepTmaPheAegTmaMepTmaMoMoMepPheMoMepAegMoMepTmaMepMoMepTmaMepTmaMepPheTmaTmaTmaMoAegPhePhePheMepMepMoTmaMoMoMoMoPhePheMepMoMepMoTmaPheTmaMoTmaMepMepPheTmaTmaPheMep
306537,000000003864761_00001,[0.33117305 0.13325353 0.18184666 0.17929384 0.17443292],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe'],TmaMoAegPheAegMepTmaTmaMoTmaPheMoMoTmaMoTmaMoMoTmaTmaTmaMepTmaTmaAegTmaTmaPhePheMoAegMepAegTmaTmaPheMepMoPhePhePheMoMepAegTmaTmaMepTmaTmaMepPhePheMepMepPheTmaMepMepAegMepMoTmaMoPheMoMepAegTmaAegTma
330114,000000005763117_00001,[0.4237158  0.09092789 0.1861294  0.06117216 0.23805475],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe'],TmaPheTmaTmaMoTmaTmaTmaPheAegTmaMoAegMepTmaPheTmaTmaTmaTmaTmaMoMepTmaTmaAegPheTmaTmaTmaMepTmaTmaMoPhePheMoTmaPheMoPheTmaPheAegMepPhePheMoPheTmaMoPheTmaMoPheMoTmaTmaTmaAegAegTmaMoTmaTmaPhePheMoPheMo
336325,000000003463671_00001,[0.24398975 0.13089832 0.35726515 0.17612488 0.0917219 ],['Tma' 'Aeg' 'Mo' 'Mep' 'Tmb'],TmaMoMepMoTmbMepTmaAegAegMoTmbMoMepTmaAegAegMoTmaTmbMoTmaMepTmbTmaMepTmaAegTmaMoTmaTmaMoMepMoAegMepTmbMoMoTmaMoMoAegMepMoMoMoTmaMepTmaTmaTmaAegMoTmbMepTmaMoMepMoMoAegMoTmaMoMoMoMepTmbMo
350075,000000005206467_00001,[0.33230171 0.08913845 0.36493281 0.11993659 0.09369044],['Tma' 'Aeg' 'Mo' 'Mep' 'Tmb'],MoTmaMoTmaMoTmaTmaMoTmaTmaTmaMoMoTmaAegMoMoTmaTmaTmbMoMoAegTmbTmaMoTmaMoMoTmaTmbMoTmaTmaTmaMoMoTmbMoTmbMepTmbTmaAegMoTmaMoMoMepMepAegMoTmaMepTmaTmaMoTmaMepMepTmaMoMepAegAegMoMoTmbMoMep
352633,000000005639791_00001,[0.38218869 0.09112925 0.12436105 0.3065381  0.09578291],['Tma' 'Aeg' 'Mo' 'Mep' 'Tmb'],TmaTmaAegTmbTmbMepTmaTmbTmaMepTmaMepTmaMepTmaTmaMepTmaMepAegMepTmaTmaTmaTmaMepTmaMoAegTmaAegTmaTmaMepMepAegMepMoMepMoTmaMepMepTmbTmaMepAegTmbMoTmbMepMepTmaMoTmaMepTmbMepTmaTmaMoMoTmaMepMepTmaTmaMoTmaMo
353715,000000005756277_00001,[0.39689308 0.04731769 0.19371861 0.06366638 0.29840424],['Tma' 'Aeg' 'Mo' 'Mep' 'Tmb'],TmaTmaTmaMoTmbTmaTmbTmbTmbTmaAegTmaMoTmaTmbTmaTmaTmaMoTmbMoTmbMoTmaTmaTmaMoAegTmaTmaMoTmbTmbMoTmbTmaMoTmaAegTmbTmaMepTmbTmaTmbTmaTmbMepTmbMoTmbMepMoTmaTmaMoTmaTmbTmbMoTmbTmbTmaTmaMepTmaTmaTmaTmbMo
379213,000000002068018_00001,[0.11270351 0.16123846 0.22003676 0.2745015  0.18318086 0.04833892],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam' 'Olam'],TmaNiNiTmaNiBamAegMoMoTmaOlamNiNiMoNiNiMoNiAegOlamTmaAegAegBamNiNiMoBamBamNiBamMoTmaNiMoTmaBamNiAegNiBamMoTmaMoNiBamMoMoTmaAegNiAegAegBamMoAegOlamNiAegBamNiBamBamNiMoMoMoAegMoBam
392659,000000002012118_00001,[0.39260475 0.08425157 0.17246298 0.28686931 0.06381139],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam'],NiTmaNiTmaMoTmaAegTmaMoTmaNiTmaTmaNiMoTmaTmaNiNiTmaTmaBamTmaAegAegTmaNiTmaMoTmaNiTmaBamMoAegNiMoMoTmaNiMoMoBamTmaNiTmaTmaTmaTmaTmaNiMoMoNiNiTmaTmaTmaBamNiNiNiTmaAegAegMoNiNiNiTma
393929,000000002063224_00001,[0.3989123  0.08560515 0.17523375 0.14573906 0.19450974],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam'],TmaBamMoMoTmaTmaTmaTmaAegBamBamNiTmaNiNiMoBamMoMoTmaBamMoBamMoNiMoBamNiTmaTmaBamTmaTmaTmaTmaTmaMoBamBamAegAegTmaBamTmaTmaTmaAegNiAegNiTmaBamTmaTmaBamTmaTmaAegTmaTmaTmaNiMoTmaNiNiMoBamTmaMo
394065,000000002064536_00001,[0.50444203 0.13531432 0.06155298 0.23036676 0.06832391],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam'],TmaTmaAegBamTmaNiMoTmaAegTmaNiTmaTmaTmaNiBamTmaAegTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaAegTmaNiTmaBamTmaTmaAegNiTmaTmaMoTmaAegTmaBamTmaBamTmaAegTmaTmaTmaNiNiMoNiAegAegTmaNiNiNiNiAegNiMoTmaTmaTmaTma
396466,000000002084495_00001,[0.31476852 0.16887049 0.17283895 0.21562103 0.12790101],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam'],TmaMoNiAegAegTmaTmaTmaNiNiMoBamTmaAegAegNiTmaMoBamNiTmaNiBamTmaBamTmaNiAegAegMoTmaAegNiMoTmaMoTmaMoNiTmaMoTmaTmaTmaAegBamTmaAegBamNiBamMoBamBamNiTmaMoTmaNiAegAegTmaNiMoNiMoNiTmaTmaAeg
399542,000000003713857_00001,[0.18343744 0.03936502 0.59092144 0.06701724 0.11925886],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam'],MoTmaMoMoTmaTmaNiMoTmaBamMoMoMoBamMoMoMoTmaTmaMoMoMoTmaBamBamTmaMoAegMoMoMoNiMoNiMoBamMoBamMoTmaBamAegNiMoAegMoBamMoMoMoMoMoTmaMoTmaMoTmaMoMoMoMoNiMoMoMoMoMoMoTmaMo
400696,000000004018010_00001,[0.13744692 0.07373904 0.25157304 0.31384382 0.22339718],['Tma' 'Aeg' 'Mo' 'Ni' 'Bam'],TmaNiNiNiNiBamNiAegMoTmaTmaMoTmaBamMoMoBamTmaMoAegAegMoTmaMoNiTmaNiNiNiBamNiNiNiBamNiBamMoBamBamBamMoBamMoTmaNiMoNiBamTmaTmaNiNiBamBamNiMoBamMoBamBamNiAegNiNiAegMoMoNiMoMo
411815,000000004905302_00001,[0.42908263 0.0460398  0.18848694 0.07838076 0.11283719 0.14517268],['Tma' 'Aeg' 'Mo' 'Ni' 'Bmam' 'Tmb'],TmaMoMoTmbTmaNiTmbTmbBmamNiTmaTmaTmaTmaBmamTmaTmbNiTmaTmaNiMoTmaNiTmaTmaAegTmaTmaMoTmbMoBmamTmaTmaMoTmaTmbTmaMoTmbTmbTmaTmaAegTmaTmaMoBmamTmaTmaNiMoBmamTmaTmaAegTmbBmamTmaTmaMoTmbMoTmaMoMoBmamTmaBmam
415934,000000002044092_00001,[0.53088164 0.14240662 0.12955838 0.0808137  0.11633965],['Tma' 'Aeg' 'Mo' 'Ni' 'Bmam'],MoAegAegBmamBmamBmamAegMoNiAegTmaTmaMoTmaTmaTmaBmamTmaMoNiTmaTmaAegNiAegTmaMoBmamMoMoBmamTmaTmaTmaBmamTmaTmaTmaTmaMoBmamTmaNiTmaTmaTmaTmaAegMoTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaAegTmaTmaTmaTmaAegTmaTmaAeg
424487,000000004228405_00001,[0.34118789 0.0406765  0.22203946 0.3462499  0.04984624],['Tma' 'Aeg' 'Mo' 'Ni' 'Bmam'],NiTmaTmaNiTmaNiMoMoNiMoNiNiMoTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaNiTmaNiMoNiMoTmaMoTmaAegNiTmaNiMoMoNiTmaBmamTmaAegMoNiNiNiTmaTmaMoMoTmaAegNiMoBmamNiTmaNiNiMoTmaNiBmamMoTmaTmaNiMo
424627,000000004233000_00001,[0.39699429 0.04259678 0.29065202 0.2175575  0.05219941],['Tma' 'Aeg' 'Mo' 'Ni' 'Bmam'],NiNiNiBmamTmaMoTmaTmaMoTmaAegAegTmaTmaMoTmaTmaNiNiMoMoTmaMoNiMoTmaTmaMoTmaBmamBmamTmaTmaNiTmaMoAegNiTmaMoMoNiMoNiTmaNiMoNiTmaMoMoMoNiMoTmaMoTmaTmaNiTmaTmaBmamMoNiMoTmaTmaTmaTmaTma
434946,000000004050611_00001,[0.40556001 0.04351586 0.17815395 0.07408387 0.03501809 0.26366822],['Tma' 'Aeg' 'Mo' 'Ni' 'Do' 'Bam'],TmaTmaMoTmaTmaTmaTmaTmaNiNiNiBamBamBamMoTmaBamTmaTmaTmaMoBamMoBamTmaMoTmaAegBamTmaTmaTmaDoTmaTmaMoBamTmaTmaBamBamBamAegBamNiMoMoBamAegTmaTmaMoMoMoBamTmaTmaNiTmaBamTmaBamBamBamBamMoMoTmaDoTma
455587,000000004286082_00001,[0.28190885 0.20165543 0.06879811 0.08582741 0.20284523 0.15896497],['Tma' 'Aeg' 'Mo' 'Ni' 'Do' 'Tmb'],TmaAegMoTmbDoDoDoTmaMoNiTmbDoTmaTmaTmaTmaAegTmaTmbNiAegDoTmbNiDoDoTmaAegTmbMoTmbTmbAegAegMoTmaAegTmaDoDoDoTmaTmaAegTmaTmbTmaTmaDoAegTmbNiTmaAegDoMoAegTmaTmbNiTmbAegNiAegTmaTmaDoTmaDoAeg
478257,000000004665668_00001,[0.37799867 0.13519527 0.30749414 0.07672136 0.04736641 0.05522416],['Tma' 'Aeg' 'Mo' 'Ni' 'Oct' 'Bmam'],TmaMoMoTmaAegMoMoNiTmaTmaMoTmaTmaOctNiMoTmaMoMoBmamTmaTmaAegMoAegTmaMoTmaTmaBmamBmamAegMoAegAegMoTmaTmaMoAegTmaNiBmamAegMoAegOctMoMoMoTmaTmaNiMoTmaTmaTmaMoMoTmaTmaAegTmaMoMoTmaTmaOctNiTma
490120,000000001880453_00001,[0.59727644 0.14789237 0.0672746  0.08392678 0.10362982],['Tma' 'Aeg' 'Mo' 'Ni' 'Oct'],TmaAegTmaTmaTmaOctTmaNiMoTmaTmaMoNiTmaTmaAegAegTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaAegOctTmaAegTmaMoAegOctTmaNiTmaTmaOctTmaAegTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaOctAegMoNiOctAegMoAegTmaTmaOct
491965,000000002019056_00001,[0.2921789  0.03918784 0.16043502 0.46700921 0.04118903],['Tma' 'Aeg' 'Mo' 'Ni' 'Oct'],TmaMoMoNiOctTmaMoMoTmaMoNiTmaNiTmaTmaTmaNiNiNiOctNiNiTmaMoNiMoNiNiTmaTmaTmaNiTmaNiTmaNiAegNiOctTmaMoNiNiTmaTmaTmaTmaAegTmaNiNiNiNiNiNiNiAegMoMoNiNiNiNiNiNiNiMoTmaNiNi
512505,000000002142813_00001,[0.30935033 0.04149092 0.11324256 0.42381898 0.02487777 0.08721944],['Tma' 'Aeg' 'Mo' 'Ni' 'Olam' 'Tmb'],TmaNiMoTmbNiNiTmaNiTmaNiOlamTmbTmaTmaNiNiNiNiNiTmaNiNiTmbTmaNiMoNiAegTmaTmaTmaNiMoOlamTmaNiNiMoTmbNiAegNiAegNiNiNiNiTmaTmaNiTmaNiTmaMoTmaTmaMoTmaTmaNiNiNiTmaNiTmbNiMoMoTmaTmb
518471,000000001980933_00001,[0.45786274 0.08932337 0.12189663 0.30413833 0.02677894],['Tma' 'Aeg' 'Mo' 'Ni' 'Olam'],TmaNiTmaNiTmaNiNiTmaOlamNiNiTmaTmaAegMoTmaNiMoNiTmaNiTmaTmaAegTmaAegTmaNiTmaAegTmaTmaMoNiTmaNiNiTmaTmaMoTmaNiNiAegMoTmaTmaNiTmaMoTmaTmaTmaTmaTmaTmaTmaMoMoNiNiAegNiTmaOlamMoNiTmaNiTma
528390,000000004387373_00001,[0.0837857  0.17980112 0.55207935 0.0765259  0.10780792],['Tma' 'Aeg' 'Mo' 'Ni' 'Olam'],MoTmaMoMoAegAegNiOlamMoMoOlamTmaAegMoOlamMoMoMoMoOlamMoMoNiMoMoAegOlamMoMoMoNiMoAegMoTmaTmaMoMoMoMoMoMoMoNiMoTmaMoAegAegAegMoAegTmaAegAegMoMoMoOlamMoMoAegNiMoMoOlamMoMoAegMo
538133,000000003744603_00001,[0.48636957 0.04348882 0.05934774 0.2221135  0.05692819 0.13175218],['Tma' 'Aeg' 'Mo' 'Ni' 'Phe' 'Bam'],NiTmaTmaTmaAegNiNiTmaBamTmaNiMoNiTmaTmaBamTmaNiTmaPheTmaBamNiTmaBamTmaNiTmaTmaTmaBamTmaTmaTmaTmaMoNiTmaNiTmaTmaPheTmaPheTmaTmaTmaTmaAegBamNiMoNiBamNiPheBamNiAegTmaTmaTmaMoTmaTmaNiTmaTmaBamNi
549714,000000001963904_00001,[0.1466432  0.07867276 0.4294484  0.20090545 0.10298503 0.04134516],['Tma' 'Aeg' 'Mo' 'Ni' 'Phe' 'Oct'],TmaMoNiNiMoTmaAegTmaAegNiPheNiPhePheMoOctMoMoMoMoAegTmaMoMoTmaTmaMoMoMoTmaMoNiMoPheNiNiMoOctMoMoNiNiMoNiMoNiNiPheMoNiPheNiPheMoMoTmaTmaMoAegMoMoAegTmaMoOctMoMoMoMoAeg
583119,000000001886530_00001,[0.11670299 0.16696029 0.39872901 0.14212133 0.17548638],['Tma' 'Aeg' 'Mo' 'Ni' 'Tmb'],TmaMoMoMoAegTmbTmaTmbAegTmbTmbTmbMoNiMoMoMoAegAegAegAegNiTmaMoMoTmbTmbMoNiTmbMoTmaNiMoTmaMoMoMoAegMoMoMoMoTmbTmbMoNiAegMoTmaMoTmaMoNiMoTmaAegMoMoNiMoNiTmbTmbMoAegAegNiAegNi
584929,000000002001687_00001,[0.46803514 0.04565394 0.18690723 0.15544771 0.14395599],['Tma' 'Aeg' 'Mo' 'Ni' 'Tmb'],MoAegMoTmaTmaNiTmaTmbMoTmaNiMoTmaNiTmaTmaMoMoTmaAegMoTmaTmaTmaAegNiMoTmbTmaTmbTmbMoTmaMoNiNiTmaTmaTmaTmbTmbTmaTmaTmbNiTmbTmaTmaMoTmaTmaTmaTmaMoTmaTmbNiNiMoTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmb
587410,000000002095981_00001,[0.55858929 0.04610433 0.06291705 0.23547188 0.09691745],['Tma' 'Aeg' 'Mo' 'Ni' 'Tmb'],MoTmaTmaTmaTmaNiTmbNiMoTmaNiNiTmaTmaTmaNiTmaNiTmaTmaTmaNiTmbNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaAegTmbNiTmaTmaTmbTmaNiNiTmaAegTmaTmbTmaTmaTmbTmaTmaNiNiTmaMoMoTmbNiNiAegTmaTma
592069,000000003294780_00001,[0.46803514 0.04565394 0.18690723 0.15544771 0.14395599],['Tma' 'Aeg' 'Mo' 'Ni' 'Tmb'],MoTmaTmaTmaMoTmaTmaTmaTmbTmbTmaTmaNiTmaAegMoTmaTmaTmaTmaNiMoTmaTmbTmbNiTmaMoNiTmaTmaTmaTmbTmaTmaMoTmaTmaTmaMoTmaTmbMoMoNiTmbAegMoTmaTmaTmbNiNiAegTmbTmaNiNiMoNiTmaTmaTmaTmbTmaTmaNiMoTmaMo
595137,000000004525235_00001,[0.18097405 0.11650915 0.2649936  0.39670357 0.04081963],['Tma' 'Aeg' 'Mo' 'Ni' 'Tmb'],TmaMoNiNiTmbTmaAegNiMoAegNiMoNiNiTmbNiTmaMoMoMoMoNiAegNiAegTmaNiNiTmaNiNiMoNiMoTmbNiNiMoNiMoTmaMoNiAegTmaTmaNiMoNiAegTmaTmaTmaNiMoNiNiMoNiTmaMoMoMoNiTmaAegNiNiAegNi
595495,000000004539424_00001,[0.39913627 0.04282661 0.05844405 0.36455222 0.13504085],['Tma' 'Aeg' 'Mo' 'Ni' 'Tmb'],AegTmaTmaNiTmaNiNiTmbTmaNiTmaTmbNiTmaNiNiTmaNiNiNiTmaNiNiNiAegTmbTmbNiTmaTmaNiTmaMoTmaTmaTmaNiNiTmaTmaNiTmbNiTmaTmbTmbTmaNiNiTmbMoTmaTmbNiTmaTmaNiTmaAegTmaTmaMoTmaTmaMoTmaNiNiTmaNi
600462,000000001877329_00001,[0.35416815 0.08444802 0.3457302  0.21565364],['Tma' 'Aeg' 'Mo' 'Ni'],MoTmaTmaMoMoAegMoTmaNiNiTmaNiNiMoNiTmaTmaTmaTmaTmaTmaNiAegMoMoNiTmaMoTmaTmaAegNiMoMoTmaMoMoTmaNiAegTmaNiMoTmaTmaNiNiTmaAegMoAegMoNiTmaMoNiTmaTmaMoMoMoMoMoNiTmaMoMoTmaTmaMo
601032,000000001882179_00001,[0.25918829 0.1589168  0.10843423 0.47346069],['Tma' 'Aeg' 'Mo' 'Ni'],TmaMoNiNiTmaNiTmaNiNiNiNiAegNiAegNiTmaNiNiNiMoTmaTmaMoNiNiAegMoTmaNiMoAegTmaMoAegNiMoNiTmaAegMoNiNiNiTmaTmaNiNiTmaTmaTmaTmaNiAegAegAegTmaNiAegNiTmaTmaNiNiAegNiNiNiNiNiNi
602587,000000001971222_00001,[0.50020777 0.13417849 0.06103631 0.30457743],['Tma' 'Aeg' 'Mo' 'Ni'],NiTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiAegTmaNiTmaNiTmaMoTmaAegAegAegTmaTmaNiMoNiTmaTmaNiTmaMoNiNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiAegNiAegTmaMoAegTmaNiNiNiNiAegTmaTmaTmaTmaTmaAegTmaTmaAegTma
603946,000000002020174_00001,[0.29276477 0.07853284 0.16075673 0.46794566],['Tma' 'Aeg' 'Mo' 'Ni'],NiMoTmaNiNiNiNiMoNiNiMoMoNiNiAegNiNiNiNiAegAegAegTmaMoAegNiTmaNiTmaTmaTmaMoNiNiTmaTmaTmaNiNiNiTmaNiNiNiTmaMoMoTmaNiTmaTmaNiNiTmaNiTmaMoNiNiNiMoTmaTmaTmaNiTmaAegNiNiMo
605101,000000002060384_00001,[0.22109177 0.11861376 0.32373649 0.33655798],['Tma' 'Aeg' 'Mo' 'Ni'],AegAegMoTmaMoTmaNiTmaMoMoTmaMoNiNiTmaAegMoMoTmaNiTmaTmaTmaMoMoNiMoNiMoMoNiTmaNiAegNiMoNiMoNiAegMoNiAegMoTmaNiTmaNiNiTmaNiNiTmaAegMoNiNiMoMoMoMoMoNiAegMoNiNiTmaNiNi
605913,000000002089296_00001,[0.18316663 0.0393069  0.64368987 0.1338366 ],['Tma' 'Aeg' 'Mo' 'Ni'],MoMoMoMoMoTmaMoTmaMoMoMoMoMoMoMoTmaTmaMoTmaMoTmaNiMoMoMoMoMoMoMoMoMoAegTmaNiMoMoNiMoMoMoTmaAegMoMoMoNiMoMoTmaNiNiTmaMoMoMoTmaMoNiNiMoMoMoMoAegMoNiMoMoTmaTma
607403,000000002141582_00001,[0.21772127 0.03893517 0.47820179 0.26514177],['Tma' 'Aeg' 'Mo' 'Ni'],MoNiMoTmaNiTmaTmaMoMoNiMoMoMoTmaMoMoMoAegNiMoMoNiAegNiMoMoMoNiTmaMoTmaNiMoNiTmaMoTmaMoNiTmaAegNiTmaMoMoNiMoMoNiNiNiTmaMoMoMoNiMoTmaNiMoMoMoTmaNiMoTmaMoNiMoTma
609247,000000003244881_00001,[0.33926642 0.04044742 0.27598625 0.34429992],['Tma' 'Aeg' 'Mo' 'Ni'],NiTmaNiNiNiNiNiTmaNiTmaMoNiTmaTmaTmaAegNiTmaMoNiNiNiNiMoTmaTmaMoMoNiNiTmaTmaTmaMoMoTmaTmaTmaNiNiAegNiTmaNiTmaMoMoNiAegNiNiMoTmaTmaNiMoMoTmaMoMoMoTmaTmaNiMoMoTmaMoTmaMo
613775,000000004360553_00001,[0.57015335 0.14117639 0.12843914 0.16023112],['Tma' 'Aeg' 'Mo' 'Ni'],AegMoTmaTmaMoMoAegTmaTmaTmaTmaTmaAegTmaTmaTmaNiNiTmaNiMoTmaAegTmaTmaMoTmaTmaTmaTmaAegAegTmaTmaTmaTmaTmaTmaAegNiTmaMoNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiMoAegMoAegTmaTmaMoNiTmaAegNiNiNiTma
641713,000000006812072_00001,[0.17233095 0.09245401 0.4415912  0.09717533 0.0831525  0.11329601],['Tma' 'Aeg' 'Mo' 'Oct' 'Olam' 'Bmam'],MoTmaBmamMoMoMoOlamAegMoOlamBmamMoAegMoOlamMoTmaMoMoTmaMoMoMoOctOlamMoOctMoTmaTmaBmamTmaTmaMoMoOctMoTmaAegBmamMoMoTmaBmamMoMoMoOctMoTmaOctOlamMoMoMoBmamTmaAegOlamMoAegMoBmamMoOctAegMoBmamOctTma
10541,000000002421263_00001,[0.37796108 0.20277274 0.0691793  0.31969148 0.0303954 ],['Tma' 'Aeg' 'Mo' 'Oct' 'Olam'],TmaTmaTmaOctMoAegTmaTmaAegTmaTmaAegOctOctOctOctAegMoTmaAegOctOctOlamOctMoOlamTmaMoTmaTmaAegOctAegTmaOctOctTmaTmaTmaTmaOctTmaOctOctAegOctTmaTmaAegOctOctTmaTmaTmaAegOctTmaOctOctAegAegTmaMoOctOctTmaAegAegTmaTma
11082,000000002478118_00001,[0.1892115  0.15226542 0.34631924 0.1600411  0.15216274],['Tma' 'Aeg' 'Mo' 'Oct' 'Olam'],MoMoTmaMoOlamMoTmaTmaMoMoOctTmaOlamTmaAegOctAegMoMoAegTmaOlamMoOctMoAegOlamOctOlamTmaAegMoOlamTmaMoOlamTmaOctOctTmaAegTmaMoOlamOctOlamOctMoMoMoOctOlamAegTmaAegTmaOctMoMoAegMoAegMoMoOctMoMoAegMoOlam
20538,000000006901325_00001,[0.45053064 0.1611371  0.14659896 0.11291055 0.12882275],['Tma' 'Aeg' 'Mo' 'Oct' 'Olam'],TmaTmaTmaAegTmaOlamOctMoTmaTmaMoAegAegTmaTmaAegOlamTmaAegTmaTmaMoAegTmaOctAegTmaTmaTmaOctTmaOlamTmaTmaOctMoMoOlamOctTmaTmaOctTmaTmaTmaTmaOctTmaOlamMoMoTmaOlamMoOlamAegTmaOlamTmaOlamOctAegTmaTmaAegMoTmaTmaMoAeg
45505,000000004582102_00001,[0.24230235 0.04333101 0.53219152 0.18217512],['Tma' 'Aeg' 'Mo' 'Oct'],TmaMoTmaMoMoMoTmaMoMoMoTmaOctMoMoTmaMoOctAegMoMoTmaOctMoMoOctMoMoMoMoTmaMoTmaOctOctTmaMoTmaOctMoTmaOctMoMoTmaMoTmaTmaMoMoMoMoMoOctMoMoAegMoTmaOctAegMoOctTmaMoMoTmaMoOctMoOct
60760,000000002453779_00001,[0.59800752 0.0493578  0.20207083 0.02959471 0.12096914],['Tma' 'Aeg' 'Mo' 'Olam' 'Bmam'],AegMoTmaTmaTmaBmamMoBmamTmaTmaBmamTmaTmaTmaTmaOlamTmaTmaTmaAegTmaTmaTmaMoTmaTmaTmaTmaBmamMoMoMoTmaMoTmaTmaTmaTmaTmaTmaBmamTmaMoMoTmaTmaMoMoTmaTmaBmamTmaTmaTmaTmaTmaMoBmamTmaBmamMoTmaTmaAegOlamTmaTmaBmamMoTma
65239,000000004782366_00001,[0.36371094 0.22300304 0.07608121 0.2005674  0.13663742],['Tma' 'Aeg' 'Mo' 'Olam' 'Bmam'],TmaBmamAegTmaTmaTmaMoAegOlamOlamAegAegAegAegOlamMoAegBmamTmaTmaBmamTmaAegTmaTmaAegTmaTmaTmaBmamTmaTmaOlamAegTmaBmamTmaTmaTmaMoBmamOlamOlamTmaOlamTmaOlamBmamOlamAegTmaOlamAegOlamBmamTmaBmamMoOlamAegAegOlamTmaTmaAegTmaMoAegOlamBmam
76030,000000002455447_00001,[0.11911191 0.04260165 0.6976446  0.0510875  0.08955434],['Tma' 'Aeg' 'Mo' 'Olam' 'Tmb'],TmaTmbOlamMoMoMoMoTmaMoMoAegMoTmbTmaMoOlamMoAegMoMoMoTmbMoMoTmaMoMoOlamMoMoMoMoTmaMoOlamMoMoMoTmaTmbMoMoMoMoMoTmbMoMoTmaMoMoMoMoMoMoTmbMoMoMoMoMoMoMoMoAegMoTmaMoMoMo
89052,000000001981073_00001,[0.52548403 0.10251545 0.27979884 0.09220168],['Tma' 'Aeg' 'Mo' 'Olam'],TmaTmaTmaMoMoTmaTmaOlamTmaAegMoTmaOlamTmaAegMoAegTmaMoMoMoOlamTmaMoMoOlamMoTmaTmaTmaMoTmaMoTmaTmaTmaTmaTmaMoTmaMoTmaMoTmaTmaTmaTmaTmaOlamAegTmaMoTmaTmaAegTmaTmaTmaTmaMoMoOlamAegTmaTmaMoTmaMoTmaAeg
96961,000000005061533_00001,[0.12368123 0.13270774 0.66404008 0.07957095],['Tma' 'Aeg' 'Mo' 'Olam'],TmaMoMoMoTmaOlamMoMoMoMoOlamMoAegOlamAegMoMoOlamMoTmaOlamAegMoTmaMoAegMoMoMoMoMoAegMoMoMoMoMoMoAegAegMoMoMoMoMoMoOlamMoAegMoAegMoMoMoTmaMoMoMoMoMoMoTmaTmaMoMoTmaMoMoMoTma
