ID,sequence,immunogenic
SID3861,TmaMepMepTmaTmaTmaBmamBmamTmaBmamTmaBmamTmaTmaBmamTmaBmamTmaTmaBmamBmamTmaTmaBmamBmamBmamTmaBmamTmaTmaTmaBmamMepBmamTmaTmaBmamTmaBmamMepTmaTmaTmaBmamTmaMepTmaMepBmamBmamTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaBmamBmamTmaBmamMepTmaTmaBmamTmaBmam,Yes
SID3862,TmaTmaMepTmaTmaBmamTmaMepTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaBmamBmamTmaBmamTmaMepTmaTmaBmamBmamTmaBmamBmamBmamBmamBmamBmamTmaTmaTmaTmaBmamTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaBmamBmamBmamBmamBmamBmamBmamTmaBmamBmamBmamTmaBmamBmamBmamTmaTmaTmaBmamTma,Yes
SID3863,TmaTmaTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaTmaBmamMepBmamBmamTmaTmaBmamBmamMepBmamTmaBmamTmaTmaTmaTmaMepTmaBmamBmamBmamTmaMepMepTmaMepTmaBmamBmamBmamBmamTmaTmaTmaBmamBmamMepBmamTmaTmaTmaTmaMepTmaBmamTmaMepTmaTmaMepBmamBmamTmaBmam,Yes
SID3864,BmamMepTmaBmamTmaMepBmamTmaBmamTmaTmaMepTmaBmamTmaTmaBmamTmaTmaTmaBmamMepTmaBmamTmaBmamBmamTmaMepTmaTmaMepTmaTmaBmamTmaTmaTmaTmaBmamTmaTmaBmamMepTmaMepBmamBmamTmaMepTmaBmamTmaTmaTmaTmaBmamTmaMepTmaTmaTmaTmaBmamBmamMepTmaBmamTmaTma,Yes
SID3865,BmamMepBmamTmaMepTmaTmaTmaBmamBmamTmaTmaTmaTmaTmaBmamBmamMepTmaBmamTmaTmaBmamMepTmaTmaTmaTmaTmaBmamTmaBmamTmaBmamMepMepBmamBmamTmaMepBmamTmaBmamTmaTmaBmamBmamMepMepTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaTmaBmamTmaBmamBmamBmamTmaBmamTmaTmaTma,Yes
SID3866,TmaBmamBmamMepTmaTmaBmamTmaBmamTmaTmaBmamTmaTmaBmamMepBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaBmamBmamBmamTmaTmaTmaTmaTmaTmaBmamTmaTmaBmamBmamBmamTmaBmamBmamMepBmamMepTmaTmaBmamTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaTma,Yes
SID3867,BmamTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaBmamMepTmaTmaBmamBmamTmaBmamTmaTmaTmaTmaBmamTmaBmamMepBmamTmaTmaMepTmaTmaTmaTmaBmamTmaTmaBmamTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaMepTmaBmamBmamMepBmamBmamTmaMepBmamTmaBmamBmamBmamMepTmaMepTmaTmaTma,Yes
SID3868,TmaTmaTmaTmaBmamTmaTmaTmaBmamBmamTmaMepTmaTmaBmamBmamBmamBmamBmamBmamBmamTmaTmaBmamTmaTmaTmaTmaBmamBmamTmaBmamBmamTmaTmaMepTmaTmaBmamMepTmaTmaTmaTmaMepBmamBmamBmamMepBmamTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamTmaMepBmamTmaTmaTmaBmamTmaTma,Yes
SID3869,BmamBmamBmamBmamTmaTmaBmamTmaTmaBmamBmamMepTmaTmaTmaMepTmaBmamBmamBmamBmamTmaTmaTmaBmamTmaMepBmamMepTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaBmamMepTmaBmamMepBmamBmamTmaTmaMepTmaMepTmaBmamBmamBmamBmamMepBmamTmaBmamTmaBmamTmaTmaTmaBmam,Yes
SID3870,TmaTmaBmamBmamBmamTmaTmaTmaTmaTmaTmaTmaTmaBmamMepBmamBmamMepBmamBmamTmaBmamBmamTmaTmaBmamTmaTmaTmaBmamTmaBmamMepTmaBmamTmaTmaBmamBmamMepMepBmamTmaBmamTmaTmaTmaTmaTmaBmamTmaBmamMepTmaTmaBmamTmaTmaTmaMepTmaTmaMepTmaMepBmamBmamTmaBmamTma,Yes
SID3871,TmaTmaBmamBmamBmamBmamTmaBmamTmaTmaTmaTmaMepMepTmaTmaMepTmaMepTmaBmamTmaTmaMepBmamTmaTmaMepTmaBmamMepTmaMepBmamMepBmamBmamTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaBmamTmaTmaTmaTmaTmaBmamBmamBmamTmaBmamBmamBmamTmaBmamMepTmaTmaBmamTmaTmaTmaBmam,Yes
SID3872,MepBmamTmaTmaTmaTmaBmamBmamTmaTmaBmamBmamTmaBmamBmamTmaMepBmamTmaMepBmamBmamBmamTmaBmamTmaBmamTmaBmamBmamBmamBmamTmaTmaTmaTmaTmaBmamBmamMepTmaBmamBmamTmaMepTmaTmaBmamBmamTmaTmaTmaTmaMepMepBmamTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaBmamTma,Yes
SID3873,TmaTmaTmaBmamBmamBmamBmamTmaMepBmamTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaBmamTmaBmamTmaBmamBmamBmamTmaTmaTmaMepTmaTmaTmaTmaTmaMepBmamBmamTmaBmamTmaBmamTmaBmamMepTmaBmamBmamTmaBmamBmamMepBmamTmaMepBmamTmaBmamBmamTmaBmamTmaBmamTmaBmam,Yes
SID3874,BmamTmaBmamTmaTmaMepTmaBmamBmamMepBmamBmamTmaTmaTmaBmamTmaBmamTmaBmamBmamBmamBmamTmaBmamTmaBmamBmamMepTmaTmaTmaTmaBmamBmamTmaTmaMepTmaTmaBmamTmaMepTmaBmamBmamBmamBmamTmaBmamBmamTmaBmamTmaMepTmaTmaTmaTmaMepTmaBmamTmaMepBmamTmaMepMepTmaBmam,Yes
SID3875,TmaBmamTmaBmamTmaBmamBmamTmaTmaTmaBmamBmamBmamTmaTmaBmamBmamBmamTmaTmaMepBmamBmamTmaTmaBmamTmaTmaBmamBmamTmaBmamTmaTmaMepTmaTmaTmaBmamTmaTmaTmaBmamMepMepTmaBmamTmaTmaTmaBmamTmaBmamBmamTmaTmaTmaTmaTmaBmamBmamBmamBmamTmaMepBmamBmamBmamTmaTma,Yes
SID3876,TmaTmaTmaTmaMepTmaTmaBmamMepBmamBmamBmamMepTmaBmamBmamBmamBmamTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamBmamTmaTmaTmaBmamBmamBmamTmaTmaBmamTmaTmaMepBmamTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamTmaBmamTmaTmaTmaBmamBmamTmaMepTmaMep,Yes
SID3877,BmamBmamTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaMepBmamBmamTmaBmamTmaBmamTmaBmamBmamBmamTmaMepBmamBmamTmaMepBmamMepBmamTmaTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaMepTmaTmaBmamTmaMepBmamTmaTmaBmamBmamBmamMepTmaTmaTma,Yes
SID3878,BmamBmamMepTmaTmaBmamTmaBmamBmamBmamTmaBmamTmaTmaBmamTmaTmaBmamTmaTmaTmaBmamTmaTmaBmamBmamMepMepBmamTmaBmamTmaTmaTmaBmamBmamTmaMepBmamMepTmaBmamTmaTmaBmamTmaTmaTmaTmaTmaTmaBmamMepBmamBmamTmaTmaTmaTmaTmaBmamMepTmaMepBmamBmamMepTmaMepTma,Yes
SID3879,MepTmaTmaMepMepTmaTmaTmaTmaMepTmaMepMepBmamBmamMepMepBmamMepBmamTmaBmamTmaTmaTmaTmaTmaTmaMepBmamMepTmaBmamBmamTmaTmaTmaTmaTmaTmaBmamMepTmaBmamBmamBmamBmamTmaBmamBmamTmaTmaTmaTmaBmamMepTmaBmamTmaBmamMepTmaTmaBmamBmamBmamTmaTmaTmaBmam,Yes
SID3880,BmamBmamTmaMepMepBmamTmaBmamBmamTmaTmaBmamMepTmaTmaTmaTmaMepTmaTmaBmamTmaTmaBmamBmamMepTmaTmaTmaBmamTmaBmamTmaBmamBmamTmaTmaMepTmaBmamBmamBmamMepTmaTmaTmaBmamTmaBmamTmaTmaTmaMepTmaBmamBmamTmaMepTmaTmaTmaMepTmaTmaBmamTmaTmaTmaTmaBmam,Yes
SID3881,TmaTmaTmaTmaTmaMepTmaBmamTmaTmaBmamBmamTmaTmaTmaBmamTmaTmaTmaTmaBmamTmaMepTmaTmaTmaMepTmaTmaTmaMepBmamTmaTmaTmaTmaBmamTmaTmaTmaMepTmaBmamBmamTmaBmamTmaTmaTmaTmaTmaBmamTmaTmaMepBmamBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaBmamTmaMepTma,Yes
SID3882,BmamTmaBmamTmaTmaMepBmamTmaBmamTmaTmaTmaMepBmamTmaTmaTmaTmaBmamTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaTmaTmaBmamTmaTmaTmaMepTmaBmamTmaTmaMepBmamTmaTmaBmamBmamBmamBmamBmamTmaTmaMepTmaMepBmamMepBmamMepTmaTmaTmaBmamBmam,Yes
SID3883,TmaTmaTmaTmaBmamBmamTmaBmamBmamTmaTmaTmaTmaMepBmamTmaTmaBmamTmaBmamBmamBmamBmamTmaTmaTmaTmaTmaBmamBmamTmaBmamMepMepTmaTmaTmaBmamBmamMepTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaBmamTmaMepTmaTmaTmaTmaTmaBmamTmaBmamMep,Yes
SID3884,TmaMepTmaTmaBmamMepTmaTmaBmamBmamTmaTmaBmamTmaBmamTmaTmaTmaTmaBmamBmamTmaMepTmaTmaTmaBmamBmamTmaBmamBmamTmaTmaTmaBmamBmamTmaBmamBmamTmaBmamMepTmaTmaMepTmaTmaBmamTmaTmaMepBmamTmaBmamTmaBmamTmaMepMepBmamTmaTmaMepBmamTmaTmaTmaMepTmaBmam,Yes
SID3885,TmaBmamTmaBmamBmamTmaTmaMepTmaBmamMepTmaBmamBmamBmamTmaBmamBmamTmaTmaBmamBmamTmaBmamTmaTmaBmamBmamTmaMepBmamTmaTmaTmaTmaBmamMepTmaBmamTmaMepBmamTmaTmaTmaTmaTmaBmamTmaBmamBmamTmaBmamBmamBmamBmamMepTmaMepTmaBmamTmaTmaBmamTmaBmamBmamTmaMepBmam,Yes
SID3886,BmamMepTmaBmamTmaTmaTmaTmaBmamBmamTmaBmamBmamTmaTmaBmamBmamTmaTmaTmaMepBmamTmaMepBmamBmamTmaMepTmaBmamBmamTmaBmamBmamMepBmamMepBmamBmamBmamBmamTmaBmamTmaTmaBmamTmaBmamBmamTmaTmaBmamBmamTmaBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaBmamTmaBmamBmamTmaBmam,Yes
SID3887,BmamBmamBmamTmaTmaTmaMepBmamTmaTmaBmamMepMepTmaBmamTmaTmaBmamTmaBmamTmaTmaBmamTmaTmaBmamTmaBmamBmamBmamBmamTmaMepTmaBmamBmamTmaBmamTmaTmaBmamTmaBmamBmamTmaBmamBmamTmaTmaBmamBmamTmaBmamBmamTmaTmaBmamTmaBmamMepTmaTmaTmaTmaTmaTmaTmaBmamTmaBmam,Yes
SID3888,BmamBmamTmaBmamTmaTmaBmamBmamTmaBmamTmaTmaBmamBmamBmamTmaBmamTmaBmamTmaBmamTmaTmaBmamTmaMepBmamTmaTmaMepTmaTmaBmamTmaTmaBmamBmamTmaMepTmaTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaTmaBmamTmaTmaTmaBmamTmaMepTmaTmaBmamTmaTmaBmamTmaBmamBmamBmamTmaTma,Yes
SID3889,TmaTmaTmaBmamMepTmaBmamTmaBmamMepBmamBmamTmaTmaBmamBmamTmaTmaBmamTmaTmaBmamBmamTmaBmamTmaMepTmaBmamTmaTmaTmaBmamTmaTmaTmaBmamTmaTmaBmamBmamTmaTmaTmaMepTmaBmamBmamTmaBmamBmamTmaTmaTmaTmaBmamBmamBmamTmaTmaBmamTmaMepTmaBmamTmaBmamMepBmamBmam,Yes
SID3890,TmaTmaTmaTmaBmamTmaBmamBmamBmamTmaTmaTmaMepTmaTmaBmamBmamTmaTmaTmaTmaBmamTmaBmamBmamMepBmamBmamTmaTmaBmamMepBmamTmaTmaTmaBmamTmaBmamBmamBmamTmaTmaBmamTmaTmaTmaBmamTmaTmaTmaTmaBmamTmaBmamTmaBmamBmamBmamBmamTmaBmamTmaTmaTmaTmaTmaTmaBmamBmam,Yes
SID3891,TmaTmaMepMepBmamBmamBmamTmaBmamTmaTmaMepBmamBmamTmaBmamTmaTmaTmaTmaBmamBmamTmaMepTmaBmamTmaBmamBmamTmaTmaMepBmamBmamTmaMepTmaBmamTmaBmamTmaTmaTmaBmamTmaTmaBmamTmaTmaMepTmaBmamTmaMepBmamBmamBmamBmamMepTmaBmamTmaBmamTmaBmamTmaBmamBmamTmaBmam,Yes
SID3892,BmamTmaTmaTmaMepTmaBmamBmamTmaTmaTmaBmamBmamTmaBmamTmaTmaTmaTmaBmamBmamTmaBmamBmamBmamTmaTmaBmamTmaBmamMepTmaBmamTmaTmaBmamMepTmaBmamBmamBmamTmaTmaMepMepMepBmamTmaBmamTmaTmaBmamBmamBmamBmamMepTmaBmamMepTmaBmamTmaTmaTmaBmamTmaTmaMepBmamBmam,Yes
SID3893,TmaTmaMepMepTmaMepTmaBmamTmaBmamBmamBmamTmaBmamBmamTmaBmamBmamTmaTmaTmaBmamTmaBmamBmamMepBmamBmamBmamBmamTmaTmaMepTmaMepMepTmaBmamTmaTmaBmamBmamMepTmaTmaTmaBmamTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaBmamMepMepTmaMepTmaTmaTmaMepTmaTmaTmaTma,Yes
SID3894,BmamTmaTmaTmaTmaBmamTmaTmaTmaBmamBmamBmamBmamTmaMepTmaTmaTmaTmaBmamTmaBmamBmamTmaTmaTmaBmamTmaTmaBmamTmaTmaTmaBmamBmamTmaBmamBmamBmamTmaTmaBmamTmaBmamTmaTmaMepTmaTmaTmaBmamMepTmaTmaTmaTmaBmamTmaBmamTmaBmamTmaBmamTmaBmamTmaBmamTmaBmamTma,Yes
SID3895,TmaMepTmaTmaBmamTmaTmaBmamTmaTmaTmaTmaBmamBmamBmamTmaBmamTmaTmaBmamMepMepBmamBmamMepMepTmaTmaBmamTmaBmamMepTmaTmaBmamTmaBmamBmamTmaBmamTmaTmaTmaMepTmaTmaTmaTmaBmamMepTmaBmamBmamTmaBmamBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaTmaTmaBmamTmaMep,Yes
SID3896,TmaTmaTmaTmaBmamMepTmaBmamTmaTmaMepTmaBmamMepMepTmaTmaTmaTmaTmaBmamBmamBmamMepTmaBmamBmamBmamTmaBmamTmaTmaBmamTmaMepTmaBmamBmamBmamTmaBmamMepTmaBmamBmamTmaBmamMepTmaTmaBmamBmamTmaTmaTmaTmaTmaMepBmamBmamMepTmaMepTmaTmaMepTmaTmaTmaTma,Yes
SID3897,TmaTmaTmaBmamMepBmamTmaTmaBmamTmaTmaTmaBmamBmamTmaTmaMepMepTmaTmaBmamTmaTmaBmamBmamMepBmamTmaTmaBmamBmamTmaMepBmamBmamTmaTmaTmaBmamTmaTmaTmaMepTmaTmaTmaBmamBmamTmaBmamTmaTmaBmamBmamTmaMepBmamTmaTmaBmamBmamTmaTmaTmaMepMepTmaTmaBmamBmam,Yes
SID3898,TmaTmaTmaMepTmaBmamTmaBmamTmaBmamBmamTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaMepTmaBmamTmaMepTmaMepTmaTmaTmaTmaBmamTmaMepTmaTmaBmamMepBmamBmamBmamTmaTmaTmaTmaTmaBmamTmaMepTmaTmaBmamTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaMepTmaMepTmaBmamTma,Yes
SID3899,TmaBmamBmamBmamBmamBmamBmamBmamTmaBmamBmamTmaTmaTmaTmaBmamBmamTmaBmamBmamTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaMepTmaBmamMepTmaBmamBmamBmamBmamTmaMepTmaTmaTmaTmaTmaTmaBmamBmamMepBmamMepTmaBmamBmamMepTmaBmamTmaBmamTmaBmamTmaBmamTmaBmamBmamBmamTma,Yes
SID3900,BmamTmaBmamMepTmaMepTmaTmaTmaBmamTmaBmamTmaBmamTmaMepTmaTmaBmamBmamTmaBmamBmamTmaTmaTmaBmamBmamBmamBmamBmamTmaMepTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaMepTmaTmaTmaMepBmamTmaBmamTmaBmamBmamTmaBmamTmaTmaMepBmamBmamBmamMepTmaBmamTmaMepTmaTma,Yes
SID3901,MepBmamTmaTmaTmaBmamMepTmaTmaBmamTmaTmaTmaBmamMepTmaBmamTmaMepBmamTmaMepBmamMepTmaTmaTmaBmamBmamBmamBmamTmaBmamTmaTmaBmamBmamBmamMepTmaTmaTmaBmamBmamBmamTmaBmamTmaBmamTmaTmaBmamBmamBmamBmamBmamBmamMepTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaTmaTma,Yes
SID3902,BmamBmamTmaTmaTmaMepBmamBmamTmaTmaTmaMepTmaTmaMepTmaTmaBmamBmamTmaBmamBmamTmaTmaMepTmaMepBmamMepTmaBmamBmamBmamTmaBmamTmaBmamTmaTmaTmaTmaMepBmamTmaMepMepBmamBmamBmamBmamTmaTmaBmamBmamTmaBmamBmamBmamBmamTmaBmamTmaBmamBmamBmamBmamBmamTmaTmaTma,Yes
SID3903,TmaBmamTmaBmamMepMepTmaBmamTmaMepTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamTmaTmaTmaMepMepBmamBmamBmamMepTmaMepBmamTmaMepBmamTmaBmamMepBmamTmaTmaBmamBmamBmamTmaMepBmamBmamTmaBmamBmamMepMepBmamBmamTmaTmaTmaTmaTmaBmamTmaBmamTmaBmamBmamTmaTmaBmamBmam,Yes
SID3904,MepMepTmaBmamBmamTmaTmaTmaBmamTmaMepBmamBmamTmaTmaMepMepBmamBmamTmaTmaTmaTmaBmamMepTmaBmamMepBmamTmaBmamBmamTmaTmaTmaTmaTmaBmamBmamTmaMepMepBmamTmaBmamBmamTmaMepTmaTmaTmaTmaBmamMepMepBmamMepBmamTmaBmamTmaBmamBmamMepMepTmaTmaBmamBmamMep,Yes
SID3905,TmaTmaTmaBmamTmaBmamTmaTmaBmamTmaMepBmamTmaMepTmaBmamTmaTmaBmamTmaMepTmaTmaBmamBmamTmaTmaTmaMepTmaTmaBmamBmamTmaBmamTmaBmamBmamTmaTmaMepBmamBmamBmamMepTmaBmamTmaTmaMepBmamTmaBmamTmaTmaMepBmamMepBmamMepTmaMepBmamTmaBmamTmaBmamBmamTmaMep,Yes
SID3906,TmaBmamBmamTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaBmamTmaTmaTmaTmaBmamBmamTmaBmamTmaTmaTmaBmamTmaMepTmaTmaMepTmaBmamTmaBmamTmaTmaBmamTmaTmaBmamBmamTmaTmaTmaTmaMepTmaBmamBmamBmamMepBmamTmaBmamMepTmaMepBmamTmaTmaMepTmaBmamTmaBmamMepBmam,Yes
SID3907,TmaTmaBmamMepTmaBmamBmamTmaBmamTmaTmaTmaBmamMepTmaTmaTmaTmaTmaBmamMepTmaTmaTmaBmamMepMepTmaTmaBmamBmamBmamBmamBmamMepMepTmaBmamMepTmaTmaBmamBmamTmaBmamMepBmamTmaBmamBmamBmamBmamTmaMepTmaTmaMepBmamBmamTmaTmaMepTmaBmamTmaBmamTmaTmaMepBmam,Yes
SID3908,TmaTmaBmamTmaTmaBmamMepTmaTmaMepBmamTmaTmaTmaMepTmaTmaTmaBmamTmaTmaBmamTmaMepBmamTmaMepMepTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaBmamMepBmamMepTmaTmaBmamBmamBmamTmaBmamBmamTmaTmaTmaMepMepBmamBmamBmamMepMepTmaTmaBmamBmamMepBmamTmaBmamMepBmam,Yes
SID3909,MepTmaBmamTmaTmaTmaMepBmamTmaTmaTmaTmaBmamTmaMepMepMepTmaBmamTmaTmaTmaTmaTmaTmaMepMepTmaTmaTmaMepTmaTmaBmamBmamTmaBmamTmaBmamMepMepTmaTmaBmamBmamTmaBmamBmamTmaMepBmamMepTmaTmaBmamBmamTmaTmaBmamMepTmaBmamTmaTmaBmamTmaTmaBmamBmamBmam,Yes
SID3910,BmamMepTmaBmamTmaBmamMepBmamBmamMepBmamTmaBmamBmamBmamBmamBmamTmaTmaTmaTmaBmamTmaTmaMepBmamTmaTmaTmaTmaTmaBmamTmaBmamMepMepTmaTmaTmaTmaBmamBmamBmamBmamMepMepBmamBmamTmaBmamMepTmaBmamMepTmaMepTmaBmamBmamBmamTmaBmamBmamTmaTmaBmamBmamTmaBmamBmam,Yes
SID3911,TmaBmamTmaMepBmamBmamBmamTmaTmaBmamBmamBmamBmamTmaTmaTmaMepTmaTmaTmaTmaBmamMepBmamBmamTmaTmaTmaTmaTmaTmaMepBmamTmaTmaMepTmaMepBmamMepTmaBmamMepTmaTmaTmaBmamMepTmaBmamTmaBmamTmaTmaMepTmaBmamBmamBmamTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamTma,Yes
SID3912,TmaMepBmamTmaBmamTmaTmaTmaBmamBmamBmamTmaTmaBmamBmamMepTmaMepBmamMepBmamTmaTmaBmamTmaTmaTmaTmaTmaMepBmamBmamBmamTmaTmaBmamBmamTmaBmamTmaBmamTmaBmamBmamTmaMepTmaTmaTmaMepBmamBmamTmaTmaTmaTmaTmaTmaMepBmamTmaTmaBmamTmaTmaTmaTmaMepTmaBmam,Yes
SID3913,TmaTmaTmaBmamMepBmamMepTmaTmaTmaTmaMepBmamTmaTmaBmamTmaTmaBmamBmamMepTmaBmamMepBmamTmaTmaBmamTmaBmamMepBmamBmamBmamBmamBmamBmamTmaBmamTmaMepBmamTmaBmamMepBmamBmamTmaMepBmamTmaBmamTmaTmaTmaMepBmamTmaBmamTmaTmaMepMepBmamBmamTmaMepBmamTmaBmam,Yes
SID3914,TmaTmaTmaBmamTmaTmaMepMepBmamBmamTmaTmaTmaBmamTmaBmamTmaBmamBmamMepTmaBmamTmaTmaMepTmaTmaBmamBmamTmaTmaBmamTmaTmaBmamMepTmaBmamTmaBmamTmaTmaTmaBmamBmamBmamBmamBmamTmaMepTmaBmamBmamTmaBmamTmaTmaTmaMepTmaTmaBmamBmamMepTmaBmamTmaMepMepBmam,Yes
SID3915,BmamTmaTmaTmaMepBmamTmaMepTmaTmaBmamTmaBmamBmamBmamBmamBmamTmaTmaBmamBmamBmamBmamBmamTmaTmaTmaTmaBmamTmaBmamTmaBmamMepTmaTmaMepTmaTmaBmamMepMepBmamBmamBmamTmaMepTmaTmaTmaBmamBmamBmamBmamBmamMepTmaTmaBmamBmamTmaTmaBmamBmamBmamTmaBmamTmaBmamTma,Yes
SID3916,MepTmaTmaTmaBmamTmaMepTmaTmaBmamTmaTmaBmamTmaTmaBmamMepBmamBmamTmaMepMepTmaBmamBmamBmamBmamTmaBmamTmaBmamMepTmaTmaTmaBmamTmaMepTmaTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaMepMepMepBmamTmaBmamBmamTmaMepTmaTmaBmamBmamTmaTmaMepTmaTma,Yes
SID3917,BmamTmaBmamBmamTmaTmaTmaTmaBmamMepBmamTmaBmamTmaBmamMepBmamTmaBmamTmaBmamBmamTmaBmamTmaBmamTmaTmaTmaTmaMepMepMepBmamBmamBmamMepTmaMepTmaTmaTmaBmamMepTmaTmaBmamTmaTmaBmamBmamMepBmamMepBmamTmaTmaBmamTmaTmaMepTmaTmaTmaTmaBmamTmaTmaMepTma,Yes
SID3918,TmaBmamTmaTmaTmaMepMepTmaBmamMepTmaMepBmamBmamBmamBmamMepTmaTmaBmamTmaBmamBmamTmaTmaTmaTmaBmamMepMepBmamBmamBmamTmaTmaTmaMepBmamBmamTmaTmaBmamTmaTmaBmamTmaTmaBmamTmaBmamBmamBmamTmaMepBmamBmamTmaMepBmamTmaTmaTmaBmamBmamBmamBmamTmaTmaBmamTma,Yes
SID3919,BmamTmaTmaBmamBmamTmaBmamTmaTmaBmamTmaTmaMepBmamTmaBmamBmamTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaBmamTmaBmamBmamMepMepTmaTmaTmaMepTmaBmamTmaBmamTmaMepTmaTmaTmaMepBmamBmamBmamBmamBmamTmaBmamTmaTmaBmamTmaBmamTmaTmaTmaTma,Yes
SID3920,TmaMepTmaTmaTmaBmamTmaMepTmaTmaTmaMepMepTmaTmaTmaBmamTmaBmamBmamTmaTmaBmamTmaTmaBmamTmaTmaMepTmaTmaTmaBmamBmamTmaBmamTmaTmaTmaTmaTmaTmaMepBmamBmamTmaTmaMepTmaTmaMepTmaTmaTmaTmaBmamMepTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaTmaBmamBmam,Yes
SID3921,TmaTmaBmamTmaTmaTmaBmamMepTmaMepBmamMepBmamMepTmaTmaTmaMepTmaBmamBmamBmamBmamBmamMepTmaMepTmaTmaTmaTmaMepBmamBmamMepTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaMepBmamBmamTmaTmaTmaBmamBmamTmaTmaBmamBmamMepTmaBmamTmaTmaTmaBmamTmaBmamBmamMepTmaBmam,Yes
SID3922,TmaTmaTmaTmaTmaTmaTmaBmamTmaMepTmaBmamBmamBmamBmamTmaTmaBmamBmamTmaBmamTmaTmaMepTmaBmamMepBmamTmaMepMepMepTmaTmaBmamBmamTmaTmaBmamTmaBmamTmaTmaMepBmamTmaTmaBmamTmaMepTmaBmamTmaTmaTmaMepBmamTmaTmaTmaBmamTmaTmaBmamMepTmaMepBmamBmamBmam,Yes
SID3923,TmaMepTmaBmamTmaTmaBmamTmaBmamTmaTmaTmaBmamMepBmamTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaTmaTmaTmaMepMepMepTmaTmaTmaBmamTmaBmamTmaBmamTmaBmamBmamTmaBmamBmamTmaBmamTmaMepTmaBmamTmaBmamMepTmaMepBmamMepBmamBmamTmaBmamTma,Yes
SID3924,TmaBmamBmamTmaBmamMepTmaTmaBmamMepBmamTmaTmaTmaTmaBmamTmaMepTmaTmaBmamBmamBmamTmaMepTmaBmamBmamTmaBmamBmamBmamBmamTmaBmamTmaTmaTmaTmaTmaTmaMepMepTmaTmaTmaMepBmamBmamBmamTmaTmaTmaTmaTmaBmamBmamTmaBmamTmaMepTmaTmaMepBmamTmaTmaBmamTmaMep,Yes
SID3925,MepTmaTmaBmamMepBmamTmaTmaTmaBmamBmamBmamTmaTmaBmamTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamBmamBmamTmaTmaTmaBmamTmaTmaTmaTmaTmaMepBmamMepMepTmaBmamBmamTmaTmaTmaTmaMepMepMepTmaBmamTmaTmaBmamTmaTmaBmamTmaTmaTmaBmamBmamBmamTmaTmaTmaBmamBmamBmam,Yes
SID3926,TmaTmaTmaTmaTmaTmaTmaMepTmaMepBmamTmaTmaTmaTmaMepTmaMepBmamBmamTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaBmamBmamBmamTmaBmamTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamMepBmamMepBmamBmamMepBmamTmaBmamTmaBmamTmaBmamTmaBmamBmamTmaTmaMepBmamTma,Yes
